order_id,customer_id,warehouse_id,workflow_type,preparation_time_min,packing_accuracy_pct,delivery_complaints,amount,status,signup_date,revenue,preparation_rate_per_hour,packing_accuracy_tier,delivery_complaint_quartile,packing_accuracy_score,preparation_speed_score,delivery_complaint_score,workflow_failure_score,warehouse_health_score
1024,3195,W4,Packing,19.97,95.39,2,594.92,completed,2024-02-22,594.92,3.0,Good,Q4,9.54,0.75,5.0,0,62.8
1025,3477,W1,Sorting,17.73,90.33,0,700.12,failed,2023-12-02,,3.38,Fair,Q2,9.03,0.85,10.0,10,58.7
1026,2013,W4,Packaging,21.67,97.32,0,819.95,completed,2023-06-08,819.95,2.77,Excellent,Q2,9.73,0.69,10.0,0,75.8
1027,4186,W3,Picking,14.34,92.66,0,774.22,completed,2024-07-13,774.22,4.18,Good,Q2,9.27,1.05,10.0,0,75.1
1028,1430,W2,Packaging,21.9,100.0,3,200.56,completed,2023-09-10,200.56,2.74,Excellent,Q4,10.0,0.68,2.5,0,58.0
1029,2110,W2,Sorting,22.58,86.62,0,250.47,completed,2026-05-29,250.47,2.66,Fair,Q2,8.66,0.66,10.0,0,72.0
1030,4036,W1,Picking,21.1,100.0,0,303.22,completed,2025-12-24,303.22,2.84,Excellent,Q2,10.0,0.71,10.0,0,76.8
1031,2551,W5,Packing,22.08,89.0,1,120.52,completed,2026-03-08,120.52,2.72,Fair,Q3,8.9,0.68,7.5,0,66.6
1032,3777,W3,Picking,16.15,93.93,0,664.24,cancelled,2026-05-31,,3.72,Good,Q2,9.39,0.93,10.0,10,60.2
1033,3942,W4,Packing,25.92,94.88,0,372.18,completed,2024-04-13,372.18,2.31,Good,Q2,9.49,0.58,10.0,0,74.7
1034,1325,W3,Picking,16.34,93.52,1,90.27,failed,2023-06-07,,3.67,Good,Q3,9.35,0.92,7.5,10,53.8
1035,2736,W2,Picking,26.52,95.13,0,745.08,completed,2025-11-07,745.08,2.26,Good,Q2,9.51,0.57,10.0,0,74.7
1036,1510,W2,Packing,18.66,87.72,0,459.56,completed,2025-04-10,459.56,3.22,Fair,Q2,8.77,0.8,10.0,0,72.7
1037,4026,W1,Packaging,16.8,89.17,0,218.93,cancelled,2025-12-17,,3.57,Fair,Q2,8.92,0.89,10.0,10,58.4
1038,3144,W5,Picking,11.84,97.15,1,751.41,completed,2024-04-05,751.41,5.07,Excellent,Q3,9.71,1.27,7.5,0,70.9
1039,1463,W2,Picking,21.92,95.58,2,157.35,completed,2024-11-23,157.35,2.74,Good,Q4,9.56,0.68,5.0,0,62.7
1040,3585,W2,Picking,20.64,89.68,1,16.87,completed,2026-03-10,16.87,2.91,Fair,Q3,8.97,0.73,7.5,0,67.0
1041,3530,W4,Packaging,27.81,92.04,0,796.07,cancelled,2025-09-26,,2.16,Good,Q2,9.2,0.54,10.0,10,58.5
1042,2432,W1,Sorting,17.77,89.54,1,104.48,completed,2024-01-17,104.48,3.38,Fair,Q3,8.95,0.84,7.5,0,67.2
1043,2996,W4,Sorting,15.19,94.82,0,357.95,completed,2023-01-15,357.95,3.95,Good,Q2,9.48,0.99,10.0,0,75.7
1044,1746,W2,Sorting,19.86,85.63,2,372.67,completed,2026-01-03,372.67,3.02,Fair,Q4,8.56,0.76,5.0,0,59.4
1045,3904,W3,Picking,13.41,92.82,2,19.85,failed,2024-02-11,,4.47,Good,Q4,9.28,1.12,5.0,10,47.8
1046,1129,W1,Packaging,23.38,98.29,2,291.56,completed,2023-11-25,291.56,2.57,Excellent,Q4,9.83,0.64,5.0,0,63.5
1047,1521,W2,Packing,23.1,89.88,0,584.25,failed,2024-10-27,,2.6,Fair,Q2,8.99,0.65,10.0,10,58.1
1048,2409,W4,Packing,17.4,100.0,0,120.31,completed,2025-10-21,120.31,3.45,Excellent,Q2,10.0,0.86,10.0,0,77.2
1049,2155,W1,Packaging,19.55,91.78,0,415.96,completed,2025-09-22,415.96,3.07,Fair,Q2,9.18,0.77,10.0,0,74.1
1050,4140,W1,Packing,17.24,97.35,2,223.3,completed,2023-08-24,223.3,3.48,Excellent,Q4,9.73,0.87,5.0,0,63.7
1051,3503,W3,Packaging,12.49,96.55,1,624.93,completed,2024-01-07,624.93,4.8,Good,Q3,9.66,1.2,7.5,0,70.6
1052,1598,W2,Packaging,17.72,91.75,1,841.98,completed,2025-05-23,841.98,3.39,Fair,Q3,9.18,0.85,7.5,0,68.0
1053,2376,W1,Packaging,21.85,96.79,0,208.24,completed,2025-05-22,208.24,2.75,Good,Q2,9.68,0.69,10.0,0,75.6
1054,2149,W4,Picking,21.84,96.09,0,239.82,completed,2024-12-19,239.82,2.75,Good,Q2,9.61,0.69,10.0,0,75.4
1055,2933,W4,Packaging,17.78,96.74,2,192.0,completed,2024-07-27,192.0,3.37,Good,Q4,9.67,0.84,5.0,0,63.4
1056,1456,W5,Picking,22.46,91.23,3,294.13,completed,2023-07-18,294.13,2.67,Fair,Q4,9.12,0.67,2.5,0,54.8
1057,3663,W1,Packaging,16.74,91.72,1,325.28,completed,2024-07-19,325.28,3.58,Fair,Q3,9.17,0.9,7.5,0,68.1
1058,1168,W2,Packing,14.57,94.52,2,517.53,completed,2026-04-16,517.53,4.12,Good,Q4,9.45,1.03,5.0,0,63.1
1059,4117,W2,Packaging,21.76,90.29,0,620.67,completed,2024-02-18,620.67,2.76,Fair,Q2,9.03,0.69,10.0,0,73.3
1060,4110,W5,Packaging,19.68,91.31,3,225.86,completed,2026-02-21,225.86,3.05,Fair,Q4,9.13,0.76,2.5,0,55.1
1061,3063,W3,Sorting,17.16,83.29,2,792.66,completed,2023-02-14,792.66,3.5,Poor,Q4,8.33,0.87,5.0,0,58.8
1062,4253,W2,Sorting,23.95,89.14,2,487.76,completed,2024-01-25,487.76,2.51,Fair,Q4,8.91,0.63,5.0,0,60.3
1063,4192,W4,Packing,26.15,87.73,2,335.77,completed,2025-03-10,335.77,2.29,Fair,Q4,8.77,0.57,5.0,0,59.6
1064,1036,W4,Sorting,25.39,98.91,1,509.41,completed,2025-11-16,509.41,2.36,Excellent,Q3,9.89,0.59,7.5,0,69.8
1065,1975,W4,Sorting,19.65,99.87,0,53.09,completed,2024-08-20,53.09,3.05,Excellent,Q2,9.99,0.76,10.0,0,76.9
1066,1211,W1,Packaging,16.01,95.13,1,744.27,failed,2024-05-24,,3.75,Good,Q3,9.51,0.94,7.5,10,54.4
1067,3249,W2,Picking,14.88,97.26,0,604.06,completed,2024-06-24,604.06,4.03,Excellent,Q2,9.73,1.01,10.0,0,76.6
1068,1042,W2,Packing,22.13,86.87,5,537.67,cancelled,2024-12-29,,2.71,Fair,Q4,8.69,0.68,0,10,32.1
1069,1435,W2,Sorting,27.91,87.42,4,666.73,completed,2025-02-21,666.73,2.15,Fair,Q4,8.74,0.54,0,0,46.9
1070,4308,W3,Packaging,16.45,95.18,2,500.69,pending,2025-03-20,,3.65,Good,Q4,9.52,0.91,5.0,5,55.6
1071,1757,W2,Packing,19.89,86.31,2,166.56,completed,2023-12-27,166.56,3.02,Fair,Q4,8.63,0.75,5.0,0,59.6
1072,1727,W2,Packing,19.32,91.48,2,273.98,failed,2025-03-18,,3.11,Fair,Q4,9.15,0.78,5.0,10,46.5
1073,3157,W5,Packaging,24.37,90.81,4,98.7,completed,2023-10-09,98.7,2.46,Fair,Q4,9.08,0.62,0,0,48.3
1074,3639,W1,Picking,8.63,100.0,1,652.48,completed,2023-03-31,652.48,6.95,Excellent,Q3,10.0,1.74,7.5,0,73.1
1075,4242,W2,Packaging,18.69,100.0,0,22.85,pending,2023-08-06,,3.21,Excellent,Q2,10.0,0.8,10.0,5,69.5
1076,2819,W5,Sorting,17.61,88.69,2,649.33,cancelled,2023-12-01,,3.41,Fair,Q4,8.87,0.85,5.0,10,45.7
1077,1182,W3,Sorting,19.64,96.91,1,32.71,completed,2023-07-30,32.71,3.05,Good,Q3,9.69,0.76,7.5,0,69.6
1078,1918,W5,Sorting,29.03,89.93,1,16.01,completed,2023-02-19,16.01,2.07,Fair,Q3,8.99,0.52,7.5,0,66.5
1079,3928,W2,Packing,18.11,92.72,3,588.45,completed,2023-08-19,588.45,3.31,Good,Q4,9.27,0.83,2.5,0,55.8
1080,1312,W4,Packaging,12.81,98.0,4,250.31,failed,2026-06-14,,4.68,Excellent,Q4,9.8,1.17,0,10,37.2
1081,2371,W3,Picking,18.27,95.63,1,372.9,completed,2026-05-13,372.9,3.28,Good,Q3,9.56,0.82,7.5,0,69.3
1082,2426,W2,Packing,21.37,88.42,0,697.66,completed,2023-08-01,697.66,2.81,Fair,Q2,8.84,0.7,10.0,0,72.7
1083,1608,W3,Packing,26.52,90.71,1,16.82,completed,2023-10-28,16.82,2.26,Fair,Q3,9.07,0.57,7.5,0,66.9
1084,1275,W3,Packaging,15.67,93.34,0,414.49,completed,2023-08-20,414.49,3.83,Good,Q2,9.33,0.96,10.0,0,75.1
1085,2307,W5,Packing,21.21,90.31,2,336.49,failed,2025-10-09,,2.83,Fair,Q4,9.03,0.71,5.0,10,45.9
1086,4285,W4,Packing,16.9,89.41,2,293.44,completed,2024-05-18,293.44,3.55,Fair,Q4,8.94,0.89,5.0,0,61.0
1087,3928,W4,Packing,11.35,94.38,0,84.82,completed,2025-05-13,84.82,5.29,Good,Q2,9.44,1.32,10.0,0,76.3
1088,1070,W5,Packaging,20.18,89.53,1,844.91,completed,2025-01-12,844.91,2.97,Fair,Q3,8.95,0.74,7.5,0,66.9
1089,4354,W5,Packing,23.14,87.93,0,738.76,failed,2023-10-13,,2.59,Fair,Q2,8.79,0.65,10.0,10,57.4
1090,1993,W3,Packing,26.09,100.0,0,777.32,completed,2024-03-07,777.32,2.3,Excellent,Q2,10.0,0.57,10.0,0,76.4
1091,2739,W2,Picking,24.51,96.95,2,596.26,pending,2025-01-31,,2.45,Good,Q4,9.7,0.61,5.0,5,55.5
1092,1123,W1,Picking,22.16,100.0,1,741.85,completed,2023-10-28,741.85,2.71,Excellent,Q3,10.0,0.68,7.5,0,70.5
1093,4045,W3,Packaging,23.34,97.02,1,167.32,completed,2023-10-14,167.32,2.57,Excellent,Q3,9.7,0.64,7.5,0,69.3
1094,1054,W5,Sorting,20.18,86.06,0,553.45,completed,2024-08-10,553.45,2.97,Fair,Q2,8.61,0.74,10.0,0,72.0
1095,2735,W1,Packaging,12.74,91.25,1,345.99,completed,2025-07-19,345.99,4.71,Fair,Q3,9.12,1.18,7.5,0,68.6
1096,1642,W5,Sorting,25.42,80.51,2,368.76,cancelled,2024-07-10,,2.36,Poor,Q4,8.05,0.59,5.0,10,42.1
1097,4055,W1,Packing,20.04,96.55,0,168.38,failed,2026-02-19,,2.99,Good,Q2,9.66,0.75,10.0,10,60.7
1098,4388,W5,Picking,17.41,87.9,1,550.98,pending,2025-02-18,,3.45,Fair,Q3,8.79,0.86,7.5,5,59.2
1099,4467,W2,Picking,16.81,90.7,1,518.66,pending,2024-11-18,,3.57,Fair,Q3,9.07,0.89,7.5,5,60.2
1100,4098,W1,Packaging,18.27,94.08,0,513.59,completed,2024-09-25,513.59,3.28,Good,Q2,9.41,0.82,10.0,0,75.0
1101,4236,W2,Packaging,23.88,91.64,3,485.72,completed,2025-09-17,485.72,2.51,Fair,Q4,9.16,0.63,2.5,0,54.9
1102,2156,W1,Picking,14.86,97.79,0,312.8,completed,2025-03-26,312.8,4.04,Excellent,Q2,9.78,1.01,10.0,0,76.8
1103,4036,W5,Packaging,17.37,91.88,3,291.65,completed,2025-10-28,291.65,3.45,Fair,Q4,9.19,0.86,2.5,0,55.6
1104,1153,W1,Packaging,22.45,96.8,0,740.46,completed,2024-08-17,740.46,2.67,Good,Q2,9.68,0.67,10.0,0,75.6
1105,3791,W2,Packaging,26.17,93.66,2,195.07,completed,2023-10-16,195.07,2.29,Good,Q4,9.37,0.57,5.0,0,61.7
1106,2764,W2,Sorting,20.74,90.55,2,535.6,completed,2023-03-23,535.6,2.89,Fair,Q4,9.05,0.72,5.0,0,61.0
1107,4296,W4,Packaging,14.88,95.39,1,430.43,completed,2023-01-31,430.43,4.03,Good,Q3,9.54,1.01,7.5,0,69.7
1108,1385,W2,Sorting,27.55,95.14,1,87.79,completed,2025-07-20,87.79,2.18,Good,Q3,9.51,0.54,7.5,0,68.4
1109,4161,W3,Packaging,19.74,97.35,0,164.62,failed,2025-08-01,,3.04,Excellent,Q2,9.73,0.76,10.0,10,61.0
1110,1507,W3,Packing,19.84,94.06,0,786.67,failed,2026-03-10,,3.02,Good,Q2,9.41,0.76,10.0,10,59.8
1111,3099,W4,Picking,14.03,100.0,0,383.09,completed,2024-10-04,383.09,4.28,Excellent,Q2,10.0,1.07,10.0,0,77.7
1112,3795,W3,Picking,11.24,93.28,0,746.07,completed,2023-03-29,746.07,5.34,Good,Q2,9.33,1.33,10.0,0,76.0
1113,1648,W5,Picking,20.1,98.72,4,257.7,pending,2026-03-13,,2.99,Excellent,Q4,9.87,0.75,0,5,43.9
1114,2918,W4,Picking,15.69,100.0,0,306.36,completed,2025-12-31,306.36,3.82,Excellent,Q2,10.0,0.96,10.0,0,77.4
1115,2346,W4,Picking,13.92,89.32,2,181.56,completed,2023-05-13,181.56,4.31,Fair,Q4,8.93,1.08,5.0,0,61.5
1116,2140,W3,Sorting,15.4,85.7,1,412.64,failed,2025-07-19,,3.9,Fair,Q3,8.57,0.97,7.5,10,51.2
1117,1255,W1,Packaging,19.11,97.7,0,661.46,failed,2025-01-10,,3.14,Excellent,Q2,9.77,0.78,10.0,10,61.1
1118,2732,W4,Packing,10.83,95.71,1,648.44,completed,2024-07-06,648.44,5.54,Good,Q3,9.57,1.39,7.5,0,70.7
1119,3149,W3,Packaging,22.22,96.32,0,742.53,completed,2024-03-14,742.53,2.7,Good,Q2,9.63,0.68,10.0,0,75.4
1120,4085,W3,Packaging,25.13,100.0,2,300.59,pending,2024-08-31,,2.39,Excellent,Q4,10.0,0.6,5.0,5,56.5
1121,2452,W2,Packaging,15.04,93.21,1,596.74,completed,2026-03-14,596.74,3.99,Good,Q3,9.32,1.0,7.5,0,68.9
1122,3369,W4,Picking,12.46,100.0,0,618.47,completed,2026-06-16,618.47,4.82,Excellent,Q2,10.0,1.2,10.0,0,78.0
1123,2878,W2,Sorting,25.43,82.47,2,26.85,completed,2023-10-30,26.85,2.36,Poor,Q4,8.25,0.59,5.0,0,57.9
1124,1015,W4,Sorting,10.96,97.71,0,449.78,completed,2025-07-11,449.78,5.47,Excellent,Q2,9.77,1.37,10.0,0,77.6
1125,4171,W2,Packing,19.4,89.58,1,596.53,completed,2023-12-07,596.53,3.09,Fair,Q3,8.96,0.77,7.5,0,67.0
1126,1058,W5,Packing,18.38,89.25,2,582.49,completed,2025-01-28,582.49,3.26,Fair,Q4,8.92,0.82,5.0,0,60.8
1127,2695,W3,Picking,13.16,100.0,1,849.21,completed,2025-04-20,849.21,4.56,Excellent,Q3,10.0,1.14,7.5,0,71.6
1128,1720,W3,Sorting,23.55,82.24,3,295.42,pending,2025-07-28,,2.55,Poor,Q4,8.22,0.64,2.5,5,44.1
1129,2791,W4,Sorting,13.02,90.89,0,589.94,completed,2024-08-03,589.94,4.61,Fair,Q2,9.09,1.15,10.0,0,74.7
1130,3524,W5,Picking,26.34,91.94,0,557.44,failed,2025-04-22,,2.28,Fair,Q2,9.19,0.57,10.0,10,58.6
1131,3734,W1,Packing,13.13,91.08,0,687.9,pending,2024-08-16,,4.57,Fair,Q2,9.11,1.14,10.0,5,67.2
1132,2923,W4,Packaging,12.0,92.64,1,178.29,completed,2023-09-12,178.29,5.0,Good,Q3,9.26,1.25,7.5,0,69.3
1133,1917,W3,Packing,21.54,88.06,1,327.83,completed,2025-11-05,327.83,2.79,Fair,Q3,8.81,0.7,7.5,0,66.3
1134,2698,W3,Sorting,18.78,91.21,3,678.94,cancelled,2024-05-09,,3.19,Fair,Q4,9.12,0.8,2.5,10,40.2
1135,2300,W1,Packing,26.32,95.76,1,633.94,completed,2024-11-17,633.94,2.28,Good,Q3,9.58,0.57,7.5,0,68.7
1136,4393,W2,Packing,15.51,92.68,1,553.1,completed,2023-04-16,553.1,3.87,Good,Q3,9.27,0.97,7.5,0,68.6
1137,2791,W5,Packing,12.58,80.28,3,446.93,completed,2024-04-18,446.93,4.77,Poor,Q4,8.03,1.19,2.5,0,52.3
1138,3569,W1,Packaging,26.61,90.75,0,718.93,completed,2024-06-16,718.93,2.25,Fair,Q2,9.07,0.56,10.0,0,73.1
1139,1113,W5,Packaging,21.63,91.2,0,510.4,failed,2026-06-19,,2.77,Fair,Q2,9.12,0.69,10.0,10,58.6
1140,3598,W5,Picking,22.5,97.73,1,836.15,completed,2025-01-03,836.15,2.67,Excellent,Q3,9.77,0.67,7.5,0,69.6
1141,2548,W2,Packaging,20.58,93.58,2,688.93,completed,2024-06-17,688.93,2.92,Good,Q4,9.36,0.73,5.0,0,62.1
1142,1423,W1,Sorting,12.02,93.34,1,837.31,completed,2023-08-16,837.31,4.99,Good,Q3,9.33,1.25,7.5,0,69.5
1143,4433,W4,Picking,13.05,100.0,1,316.77,completed,2024-03-01,316.77,4.6,Excellent,Q3,10.0,1.15,7.5,0,71.6
1144,1312,W4,Picking,18.41,99.75,0,815.95,completed,2024-03-06,815.95,3.26,Excellent,Q2,9.98,0.81,10.0,0,77.0
1145,3701,W4,Packing,13.34,92.24,1,769.54,cancelled,2026-03-07,,4.5,Good,Q3,9.22,1.12,7.5,10,53.8
1146,3457,W5,Picking,23.37,89.27,2,845.75,completed,2026-01-24,845.75,2.57,Fair,Q4,8.93,0.64,5.0,0,60.4
1147,4116,W1,Packaging,16.93,97.54,0,447.53,completed,2023-11-09,447.53,3.54,Excellent,Q2,9.75,0.89,10.0,0,76.3
1148,3980,W2,Sorting,17.97,89.03,3,198.5,completed,2023-09-17,198.5,3.34,Fair,Q4,8.9,0.83,2.5,0,54.5
1149,3030,W3,Sorting,23.83,90.83,0,637.24,completed,2025-06-12,637.24,2.52,Fair,Q2,9.08,0.63,10.0,0,73.4
1150,3938,W5,Packing,20.27,88.6,2,721.44,cancelled,2024-07-29,,2.96,Fair,Q4,8.86,0.74,5.0,10,45.4
1151,2827,W4,Picking,15.65,94.76,1,422.34,completed,2025-05-17,422.34,3.83,Good,Q3,9.48,0.96,7.5,0,69.3
1152,3323,W5,Sorting,10.88,82.88,0,373.48,pending,2024-12-23,,5.51,Poor,Q2,8.29,1.38,10.0,5,65.0
1153,3642,W3,Picking,26.08,89.95,0,519.24,completed,2025-12-22,519.24,2.3,Fair,Q2,9.0,0.58,10.0,0,73.0
1154,2465,W3,Packing,23.33,95.21,2,675.4,completed,2024-05-17,675.4,2.57,Good,Q4,9.52,0.64,5.0,0,62.4
1155,2347,W1,Packaging,10.97,100.0,1,24.1,completed,2024-03-13,24.1,5.47,Excellent,Q3,10.0,1.37,7.5,0,72.2
1156,3159,W4,Sorting,21.24,90.04,0,517.5,cancelled,2024-03-21,,2.82,Fair,Q2,9.0,0.71,10.0,10,58.3
1157,3794,W1,Sorting,27.36,90.4,0,554.64,completed,2025-06-10,554.64,2.19,Fair,Q2,9.04,0.55,10.0,0,73.0
1158,2124,W3,Sorting,13.65,96.34,1,54.07,completed,2025-05-12,54.07,4.4,Good,Q3,9.63,1.1,7.5,0,70.2
1159,4208,W1,Picking,10.43,94.12,0,29.89,completed,2026-03-25,29.89,5.75,Good,Q2,9.41,1.44,10.0,0,76.5
1160,3160,W1,Packing,18.63,96.81,0,763.02,completed,2023-03-22,763.02,3.22,Good,Q2,9.68,0.81,10.0,0,75.9
1161,2639,W3,Picking,23.84,100.0,0,644.33,completed,2023-06-13,644.33,2.52,Excellent,Q2,10.0,0.63,10.0,0,76.6
1162,3020,W5,Sorting,18.85,90.02,2,836.61,completed,2023-09-06,836.61,3.18,Fair,Q4,9.0,0.8,5.0,0,61.0
1163,2784,W3,Picking,17.09,96.57,1,589.15,completed,2024-04-08,589.15,3.51,Good,Q3,9.66,0.88,7.5,0,69.8
1164,1020,W2,Picking,21.51,95.94,0,768.91,completed,2023-04-18,768.91,2.79,Good,Q2,9.59,0.7,10.0,0,75.3
1165,2105,W3,Picking,18.27,95.88,0,693.43,completed,2023-12-15,693.43,3.28,Good,Q2,9.59,0.82,10.0,0,75.6
1166,4482,W2,Packing,26.65,89.14,2,502.75,completed,2025-04-26,502.75,2.25,Fair,Q4,8.91,0.56,5.0,0,60.1
1167,2977,W4,Picking,15.54,100.0,0,660.16,completed,2024-04-07,660.16,3.86,Excellent,Q2,10.0,0.97,10.0,0,77.4
1168,1992,W1,Sorting,19.05,91.9,0,712.68,pending,2024-02-26,,3.15,Fair,Q2,9.19,0.79,10.0,5,66.6
1169,1428,W1,Picking,16.56,97.54,1,171.91,failed,2024-11-28,,3.62,Excellent,Q3,9.75,0.91,7.5,10,55.1
1170,3066,W2,Sorting,30.83,86.63,3,143.59,pending,2023-08-05,,1.95,Fair,Q4,8.66,0.49,2.5,5,45.3
1171,1281,W2,Packaging,15.87,93.89,0,349.17,cancelled,2024-07-23,,3.78,Good,Q2,9.39,0.95,10.0,10,60.2
1172,2888,W4,Packaging,14.09,100.0,0,100.22,completed,2023-08-08,100.22,4.26,Excellent,Q2,10.0,1.06,10.0,0,77.7
1173,1484,W1,Packaging,13.18,96.27,0,308.88,completed,2026-02-01,308.88,4.55,Good,Q2,9.63,1.14,10.0,0,76.6
1174,1217,W1,Sorting,19.71,95.56,2,439.12,completed,2025-06-22,439.12,3.04,Good,Q4,9.56,0.76,5.0,0,62.9
1175,3433,W3,Sorting,14.57,86.68,0,351.25,completed,2024-07-19,351.25,4.12,Fair,Q2,8.67,1.03,10.0,0,72.9
1176,1454,W5,Packing,23.55,89.59,2,222.87,completed,2024-03-25,222.87,2.55,Fair,Q4,8.96,0.64,5.0,0,60.5
1177,3865,W1,Picking,12.51,95.95,0,751.97,cancelled,2025-04-08,,4.8,Good,Q2,9.6,1.2,10.0,10,61.6
1178,1842,W4,Packing,16.2,94.67,0,239.0,completed,2023-12-17,239.0,3.7,Good,Q2,9.47,0.93,10.0,0,75.5
1179,3548,W2,Sorting,20.67,85.13,2,773.0,completed,2025-09-03,773.0,2.9,Fair,Q4,8.51,0.73,5.0,0,59.1
1180,2864,W3,Packaging,17.66,93.59,0,292.35,completed,2023-10-18,292.35,3.4,Good,Q2,9.36,0.85,10.0,0,74.9
1181,1039,W1,Packing,31.02,96.01,1,649.82,completed,2026-05-01,649.82,1.93,Good,Q3,9.6,0.48,7.5,0,68.6
1182,4354,W3,Packing,16.12,90.69,1,106.34,completed,2023-02-05,106.34,3.72,Fair,Q3,9.07,0.93,7.5,0,67.8
1183,4015,W5,Sorting,19.81,86.42,2,269.34,pending,2024-11-18,,3.03,Fair,Q4,8.64,0.76,5.0,5,52.1
1184,2492,W4,Packing,18.77,98.58,0,421.22,pending,2025-07-28,,3.2,Excellent,Q2,9.86,0.8,10.0,5,69.0
1185,2983,W1,Sorting,15.77,96.98,0,719.49,completed,2023-08-19,719.49,3.8,Good,Q2,9.7,0.95,10.0,0,76.3
1186,2463,W3,Picking,7.82,94.01,1,845.06,completed,2025-10-16,845.06,7.67,Good,Q3,9.4,1.92,7.5,0,71.4
1187,2547,W1,Packaging,15.23,91.5,1,783.74,completed,2023-08-10,783.74,3.94,Fair,Q3,9.15,0.98,7.5,0,68.2
1188,2428,W3,Packing,20.28,95.47,0,775.12,failed,2024-11-09,,2.96,Good,Q2,9.55,0.74,10.0,10,60.3
1189,1503,W4,Packing,16.47,98.07,0,711.53,failed,2025-06-06,,3.64,Excellent,Q2,9.81,0.91,10.0,10,61.6
1190,2910,W4,Sorting,14.47,98.32,0,587.41,completed,2023-11-04,587.41,4.15,Excellent,Q2,9.83,1.04,10.0,0,77.0
1191,1167,W5,Sorting,20.62,83.88,1,28.02,completed,2024-03-21,28.02,2.91,Poor,Q3,8.39,0.73,7.5,0,64.9
1192,1002,W3,Picking,25.11,94.94,2,566.31,completed,2023-04-13,566.31,2.39,Good,Q4,9.49,0.6,5.0,0,62.2
1193,1352,W3,Packaging,15.55,100.0,0,144.46,completed,2024-07-08,144.46,3.86,Excellent,Q2,10.0,0.96,10.0,0,77.4
1194,2452,W2,Packaging,12.62,93.89,1,41.83,completed,2024-05-24,41.83,4.75,Good,Q3,9.39,1.19,7.5,0,69.6
1195,2785,W4,Packing,25.71,90.71,2,159.71,completed,2024-10-22,159.71,2.33,Fair,Q4,9.07,0.58,5.0,0,60.7
1196,2233,W5,Packaging,17.76,90.17,2,477.83,completed,2024-09-16,477.83,3.38,Fair,Q4,9.02,0.84,5.0,0,61.2
1197,1567,W1,Sorting,14.45,89.17,0,379.81,completed,2025-12-14,379.81,4.15,Fair,Q2,8.92,1.04,10.0,0,73.8
1198,2910,W4,Sorting,25.38,92.21,0,310.75,completed,2025-05-11,310.75,2.36,Good,Q2,9.22,0.59,10.0,0,73.7
1199,2238,W4,Packing,5.29,91.86,0,528.7,completed,2024-05-11,528.7,11.34,Fair,Q2,9.19,2.84,10.0,0,79.3
1200,4093,W5,Sorting,26.8,81.82,1,259.94,completed,2025-03-15,259.94,2.24,Poor,Q3,8.18,0.56,7.5,0,63.8
1201,2106,W2,Packing,12.35,91.67,0,85.69,completed,2023-08-08,85.69,4.86,Fair,Q2,9.17,1.21,10.0,0,75.1
1202,1497,W3,Picking,15.32,90.78,0,736.7,pending,2026-04-12,,3.92,Fair,Q2,9.08,0.98,10.0,5,66.7
1203,3620,W5,Picking,13.41,90.78,2,762.37,completed,2023-11-13,762.37,4.47,Fair,Q4,9.08,1.12,5.0,0,62.1
1204,1822,W3,Sorting,18.85,98.57,0,535.76,completed,2023-08-23,535.76,3.18,Excellent,Q2,9.86,0.8,10.0,0,76.5
1205,3071,W1,Picking,20.21,93.98,0,35.59,completed,2025-06-27,35.59,2.97,Good,Q2,9.4,0.74,10.0,0,74.8
1206,1962,W4,Picking,17.54,96.78,2,168.68,cancelled,2026-01-24,,3.42,Good,Q4,9.68,0.86,5.0,10,48.5
1207,3692,W3,Packing,14.26,90.84,0,698.49,cancelled,2024-05-07,,4.21,Fair,Q2,9.08,1.05,10.0,10,59.4
1208,3019,W2,Packaging,17.59,89.52,3,815.84,completed,2025-01-22,815.84,3.41,Fair,Q4,8.95,0.85,2.5,0,54.7
1209,1492,W3,Packing,19.92,89.45,1,251.66,completed,2026-03-01,251.66,3.01,Fair,Q3,8.95,0.75,7.5,0,66.9
1210,2820,W4,Picking,12.59,100.0,1,563.75,completed,2023-03-29,563.75,4.77,Excellent,Q3,10.0,1.19,7.5,0,71.7
1211,3061,W3,Packaging,16.92,91.43,2,729.63,completed,2024-03-07,729.63,3.55,Fair,Q4,9.14,0.89,5.0,0,61.7
1212,3306,W3,Packing,17.66,94.75,1,562.7,completed,2024-11-25,562.7,3.4,Good,Q3,9.47,0.85,7.5,0,69.0
1213,2542,W4,Packaging,16.74,93.01,0,553.69,completed,2025-08-24,553.69,3.58,Good,Q2,9.3,0.9,10.0,0,74.8
1214,1530,W5,Packaging,27.88,95.71,0,453.74,completed,2024-10-25,453.74,2.15,Good,Q2,9.57,0.54,10.0,0,74.8
1215,3724,W5,Sorting,23.7,85.49,4,208.47,completed,2023-08-06,208.47,2.53,Fair,Q4,8.55,0.63,0,0,46.5
1216,4258,W4,Packing,18.5,96.3,3,780.92,completed,2024-04-29,780.92,3.24,Good,Q4,9.63,0.81,2.5,0,57.0
1217,1153,W1,Packaging,6.95,100.0,1,224.15,pending,2023-05-30,,8.63,Excellent,Q3,10.0,2.16,7.5,5,66.7
1218,3861,W4,Sorting,17.36,98.59,0,283.17,completed,2025-07-09,283.17,3.46,Excellent,Q2,9.86,0.86,10.0,0,76.7
